Subject,Run,computer_non-face.txt,event_computer_neutral.txt,event_computer_punish.txt,event_computer_reward.txt,event_friend_neutral.txt,event_friend_punish.txt,event_friend_reward.txt,event_stranger_neutral.txt,event_stranger_punish.txt,event_stranger_reward.txt,friend_face.txt,missed_trial.txt,stranger_face.txt,Missed_Trial_Count,Exclusion
10983,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
10983,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
10984,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
10984,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
10998,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
10998,2,17.0,2.0,8.0,7.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,1.0,18.0,1,Include
11005,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11005,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11007,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11007,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11012,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,7.0,8.0,18.0,1.0,17.0,1,Include
11012,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11016,1,17.0,1.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,1.0,18.0,1,Include
11016,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11021,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11021,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11030,1,17.0,2.0,7.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,1.0,18.0,1,Include
11030,2,17.0,2.0,7.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,1.0,18.0,1,Include
11031,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11031,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11036,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11036,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11039,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11039,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11042,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11042,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11053,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11053,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11058,1,17.0,1.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,1.0,18.0,1,Include
11058,2,18.0,2.0,8.0,8.0,1.0,8.0,7.0,2.0,8.0,8.0,16.0,2.0,18.0,2,Include
11060,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11060,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11063,1,18.0,2.0,8.0,8.0,1.0,8.0,8.0,2.0,8.0,8.0,17.0,1.0,18.0,1,Include
11063,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11064,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,7.0,18.0,1.0,17.0,1,Include
11064,2,16.0,2.0,7.0,7.0,2.0,6.0,8.0,2.0,8.0,7.0,16.0,5.0,17.0,5,Include
11065,1,17.0,2.0,8.0,7.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,1.0,18.0,1,Include
11065,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11066,1,16.0,2.0,7.0,7.0,2.0,7.0,8.0,2.0,7.0,8.0,17.0,4.0,17.0,4,Include
11066,2,16.0,2.0,7.0,7.0,1.0,8.0,7.0,2.0,8.0,8.0,16.0,4.0,18.0,4,Include
11068,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11068,2,18.0,2.0,8.0,8.0,2.0,7.0,7.0,2.0,8.0,8.0,16.0,2.0,18.0,2,Include
11071,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11071,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11072,1,17.0,2.0,7.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,1.0,18.0,1,Include
11072,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11074,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11074,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11075,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11075,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11076,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11078,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11078,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11083,1,18.0,2.0,8.0,8.0,2.0,7.0,8.0,2.0,8.0,8.0,17.0,1.0,18.0,1,Include
11083,2,16.0,2.0,6.0,8.0,2.0,8.0,7.0,2.0,8.0,8.0,17.0,3.0,18.0,3,Include
11084,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11084,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11085,1,17.0,2.0,7.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,1.0,18.0,1,Include
11085,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11090,1,17.0,2.0,8.0,7.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,1.0,18.0,1,Include
11090,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11110,1,17.0,2.0,8.0,7.0,2.0,8.0,8.0,2.0,7.0,8.0,18.0,2.0,17.0,2,Include
11110,2,17.0,2.0,7.0,8.0,2.0,7.0,7.0,2.0,7.0,8.0,16.0,4.0,17.0,4,Include
11113,1,18.0,2.0,8.0,8.0,2.0,8.0,7.0,2.0,8.0,7.0,17.0,2.0,17.0,2,Include
11113,2,18.0,2.0,8.0,8.0,1.0,8.0,8.0,2.0,8.0,8.0,17.0,1.0,18.0,1,Include
11116,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11116,2,16.0,1.0,7.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,2.0,18.0,2,Include
11120,1,18.0,2.0,8.0,8.0,2.0,7.0,8.0,2.0,8.0,8.0,17.0,1.0,18.0,1,Include
11120,2,17.0,1.0,8.0,8.0,2.0,8.0,7.0,2.0,7.0,8.0,17.0,3.0,17.0,3,Include
11125,1,15.0,1.0,7.0,7.0,2.0,5.0,6.0,2.0,8.0,6.0,13.0,10.0,16.0,10,Include
11125,2,11.0,0.0,6.0,5.0,1.0,5.0,5.0,1.0,3.0,5.0,11.0,23.0,9.0,23,Exclude
11126,1,15.0,2.0,6.0,7.0,2.0,5.0,5.0,2.0,7.0,6.0,12.0,12.0,15.0,12,Include
11128,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,7.0,18.0,1.0,17.0,1,Include
11128,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11134,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11134,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11139,1,17.0,2.0,7.0,8.0,2.0,8.0,7.0,2.0,8.0,8.0,17.0,2.0,18.0,2,Include
11139,2,17.0,2.0,8.0,7.0,2.0,7.0,6.0,2.0,7.0,8.0,15.0,5.0,17.0,5,Include
11145,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11145,2,17.0,2.0,8.0,7.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,1.0,18.0,1,Include
11164,1,17.0,2.0,7.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,1.0,18.0,1,Include
11167,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11167,2,18.0,2.0,8.0,8.0,2.0,7.0,8.0,2.0,8.0,8.0,17.0,1.0,18.0,1,Include
11168,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11168,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11171,1,17.0,2.0,8.0,7.0,2.0,7.0,8.0,2.0,8.0,8.0,17.0,2.0,18.0,2,Include
11171,2,17.0,2.0,8.0,7.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,1.0,18.0,1,Include
11177,1,17.0,2.0,8.0,7.0,2.0,8.0,8.0,1.0,8.0,8.0,18.0,2.0,17.0,2,Include
11177,2,18.0,2.0,8.0,8.0,2.0,8.0,7.0,2.0,8.0,8.0,17.0,1.0,18.0,1,Include
11192,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11192,2,16.0,2.0,7.0,7.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,2.0,18.0,2,Include
11193,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11193,2,18.0,2.0,8.0,8.0,2.0,8.0,7.0,2.0,8.0,8.0,17.0,1.0,18.0,1,Include
11201,1,18.0,2.0,8.0,8.0,1.0,8.0,8.0,2.0,8.0,8.0,17.0,1.0,18.0,1,Include
11203,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11203,2,18.0,2.0,8.0,8.0,1.0,8.0,8.0,2.0,8.0,8.0,17.0,1.0,18.0,1,Include
11209,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11209,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,7.0,8.0,18.0,1.0,17.0,1,Include
11227,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11227,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11238,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11238,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11241,1,18.0,2.0,8.0,8.0,2.0,8.0,7.0,2.0,8.0,8.0,17.0,1.0,18.0,1,Include
11241,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11246,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11246,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11286,1,17.0,2.0,8.0,7.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,1.0,18.0,1,Include
11301,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11301,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11311,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11311,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11312,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11312,2,16.0,2.0,7.0,7.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,2.0,18.0,2,Include
11316,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11316,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11321,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11321,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11325,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11325,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11326,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11326,2,18.0,2.0,8.0,8.0,2.0,8.0,7.0,2.0,7.0,8.0,17.0,2.0,17.0,2,Include
11329,1,18.0,2.0,8.0,8.0,2.0,7.0,8.0,1.0,8.0,8.0,17.0,2.0,17.0,2,Include
11329,2,17.0,2.0,7.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,1.0,18.0,1,Include
11330,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11330,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11337,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11337,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11338,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11338,2,14.0,1.0,8.0,5.0,1.0,6.0,8.0,2.0,8.0,7.0,15.0,8.0,17.0,8,Include
11340,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11340,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11343,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11343,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11345,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11345,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11348,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11348,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11358,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11358,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11364,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,7.0,8.0,18.0,1.0,17.0,1,Include
11364,2,15.0,2.0,6.0,7.0,2.0,7.0,8.0,2.0,6.0,6.0,17.0,8.0,14.0,8,Include
11367,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11367,2,17.0,2.0,8.0,7.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,1.0,18.0,1,Include
11374,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,7.0,8.0,18.0,1.0,17.0,1,Include
11374,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11376,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11376,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11387,1,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11387,2,18.0,2.0,8.0,8.0,2.0,8.0,8.0,2.0,8.0,8.0,18.0,0.0,18.0,0,Include
11410,1,18.0,2.0,8.0,8.0,2.0,8.0,7.0,2.0,8.0,8.0,17.0,1.0,18.0,1,Include
11410,2,17.0,2.0,8.0,7.0,2.0,8.0,7.0,2.0,8.0,7.0,17.0,3.0,17.0,3,Include
